"","X","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre","book_id"
"957",957,956,12.97,65,"The Official SAT Study Guide",2345,4.5,"The College Board","Paperback",2018,"Non Fiction",12204
"958",958,957,4.99,66,"Calm the F*ck Down: An Irreverent Adult Coloring Book",21068,4.6,"Sasha O'Hara","Paperback",2018,"Non Fiction",14673
"959",959,958,9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552,4.8,"Valorie Schaefer","Paperback",2018,"Non Fiction",14018
"960",960,959,14.89,68,"The Outsider: A Novel",25395,4.6,"Stephen King","Hardcover",2018,"Fiction",12298
"961",961,960,12.39,69,"Where the Crawdads Sing",344811,NA,"Delia Owens","Hardcover",2018,"Fiction",12149
"962",962,961,27.97,70,"D&D Dungeon Master's Guide (Dungeons & Dragons Core Rulebook)",26151,4.9,"Wizards RPG","Hardcover",2018,"Fiction",12921
"963",963,962,15.5,71,"Sapiens: A Brief History of Humankind",65838,4.6,"Yuval Harari","Paperback",2018,"Non Fiction",14772
"964",964,963,4.98,72,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2018,"Fiction",13249
"965",965,964,8.95,73,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2018,"Fiction",11809
"966",966,965,14.18,74,"The Woman in the Window: A Novel",38250,4.4,"A. J. Finn","Hardcover",2018,"Fiction",14995
"967",967,966,26.9,75,"D&D Monster Manual (Dungeons & Dragons Core Rulebook)",22559,4.9,"Wizards RPG","Hardcover",2018,"Fiction",13811
"968",968,967,15.9,76,"Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes",9484,4.6,"Suzanne Ryan","Paperback",2018,"Non Fiction",11165
"969",969,968,18.29,77,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2018,"Non Fiction",14797
"970",970,969,14.49,78,"Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition)",26082,4.8,"Jocko Willink","Hardcover",2018,"Non Fiction",14668
"971",971,970,14.35,79,"The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump",4750,4.8,"Gregg Jarrett","Hardcover",2018,"Non Fiction",11530
"972",972,971,4.99,80,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2018,"Non Fiction",13697
"973",973,972,9,81,"The Sun and Her Flowers",16958,4.8,"Rupi Kaur","Paperback",2018,"Non Fiction",14303
"974",974,973,8.32,82,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2018,"Non Fiction",13757
"975",975,974,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796,4.4,"Jen Fisch","Paperback",2018,"Non Fiction",14237
"976",976,975,7,84,"Where Do Diggers Sleep at Night? (Where Do...Series)",13755,4.8,"Brianna Caplan Sayres","Board book",2018,"Fiction",11987
"977",977,976,17.99,85,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",9187,4.7,"Stephen R. Covey","Paperback",2018,"Non Fiction",12967
"978",978,977,15.74,86,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",4743,4.7,"Reese Witherspoon","Hardcover",2018,"Non Fiction",14034
"979",979,978,18.5,87,"Man's Search for Meaning (OLD EDITION/OUT OF PRINT)",53306,4.7,"Viktor E. Frankl","Paperback",2018,"Non Fiction",12932
"980",980,979,14.4,88,"The Great Alone: A Novel",44690,4.7,"Kristin Hannah","Hardcover",2018,"Fiction",11158
"981",981,980,11.88,89,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",24427,4.7,"Dave Ramsey","Hardcover",2018,"Non Fiction",12568
"982",982,981,14.42,90,"Cravings: Hungry for More: A Cookbook",6748,4.8,"Chrissy Teigen","Hardcover",2018,"Non Fiction",11074
"983",983,982,14.35,NA,"The Handmaid's Tale",60681,4.4,"Margaret Atwood","Paperback",2018,"Fiction",11449
"984",984,983,6.92,92,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2018,"Non Fiction",12088
"985",985,984,6.79,93,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2018,"Fiction",14522
"986",986,985,11.4,94,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2018,"Non Fiction",13185
"987",987,986,10.99,95,"Gmorning, Gnight!: Little Pep Talks for Me & You",4789,4.8,"Lin-Manuel Miranda","Hardcover",2018,"Non Fiction",14391
"988",988,987,8.99,96,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Mass Market Paperback",2018,"Non Fiction",14999
"989",989,988,11.58,NA,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World",29897,4.7,"Admiral William H. McRaven","Hardcover",2018,"Non Fiction",12497
"990",990,989,38.86,98,"Harry Potter Paperback Box Set (Books 1-7)",91629,4.9,"J. K. Rowling","Paperback",2018,"Fiction",14836
"991",991,990,32.99,99,"Xanathar's Guide to Everything (Dungeons & Dragons)",20036,4.9,"Dungeons & Dragons","Hardcover",2018,"Fiction",14031
"992",992,991,12.39,1,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Hardcover",2019,"Fiction",14106
"993",993,992,16.5,2,"Becoming",123276,4.8,"Michelle Obama","Hardcover",2019,"Non Fiction",13033
"994",994,993,13,3,"Educated: A Memoir",69406,4.7,"Tara Westover","Hardcover",2019,"Non Fiction",14986
"995",995,994,6.43,4,"Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7)",23639,4.9,"Dav Pilkey","Hardcover",2019,"Fiction",12234
"996",996,995,11.51,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",27338,4.6,"Rachel Hollis","Hardcover",2019,"Non Fiction",14347
"997",997,996,7.76,6,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)",27986,4.9,"Dav Pilkey","Hardcover",2019,"Fiction",13079
"998",998,997,8.96,7,"Wrecking Ball (Diary of a Wimpy Kid Book 14)",18630,4.9,"Jeff Kinney","Hardcover",2019,"Fiction",11515
"999",999,998,8.55,8,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2019,"Fiction",11703
"1000",1000,999,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2019,"Non Fiction",13633
"1001",1001,1000,7.57,10,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2019,"Non Fiction",14843
"1002",1002,1001,9.98,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",14255,4.6,"Rachel Hollis","Hardcover",2019,"Non Fiction",13679
"1003",1003,1002,5.28,12,"The Wonky Donkey",74725,4.8,"Craig Smith","Paperback",2019,"Fiction",13432
"1004",1004,1003,14.35,13,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,NA,"Mark Manson","Hardcover",2019,"Non Fiction",12702
"1005",1005,1004,5.99,14,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",28840,4.6,"M Prefontaine","Paperback",2019,"Non Fiction",11474
"1006",1006,1005,16.65,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620,4.8,"Samin Nosrat","Hardcover",2019,"Non Fiction",14098
"1007",1007,1006,4.93,16,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2019,"Fiction",14739
"1008",1008,1007,11.89,NA,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169,4.8,"Adir Levy","Hardcover",2019,"Fiction",12159
"1009",1009,1008,23.55,18,"It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered",17297,4.8,"Lysa TerKeurst","Hardcover",2019,"Non Fiction",11087
"1010",1010,1009,6.99,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091,4.8,"Hopscotch Girls","Paperback",2019,"Non Fiction",11054
"1011",1011,1010,7.74,20,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2019,"Non Fiction",13100
"1012",1012,1011,12.99,21,"Unfreedom of the Press",9263,4.9,"Mark R. Levin","Hardcover",2019,"Non Fiction",11525
"1013",1013,1012,9.99,NA,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)",18456,4.9,"Dav Pilkey","Hardcover",2019,"Fiction",11890
"1014",1014,1013,6.9,23,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2019,"Fiction",11389
"1015",1015,1014,4.14,24,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2019,"Fiction",12053
"1016",1016,1015,8.48,25,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2019,"Fiction",14005
"1017",1017,1016,17.51,26,"Howard Stern Comes Again",7960,4.5,"Howard Stern","Hardcover",2019,"Non Fiction",14938
"1018",1018,1017,5.9,27,"Guts: A Graphic Novel",13983,4.8,"Raina Telgemeier","Paperback",2019,"Non Fiction",11538
"1019",1019,1018,8.32,28,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2019,"Non Fiction",14983
"1020",1020,1019,21.52,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)",24882,4.9,"J. K. Rowling","Hardcover",2019,"Fiction",11329
"1021",1021,1020,8.72,30,"National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books)",17839,4.8,"Amy Shields","Hardcover",2019,"Non Fiction",13159
"1022",1022,1021,8.7,31,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.",13295,4.4,"Jennifer Smith","Paperback",2019,"Non Fiction",14827
"1023",1023,1022,11.4,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2019,"Non Fiction",14823
"1024",1024,1023,6.99,33,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal",27801,4.6,"Pretty Simple Press","Paperback",2019,"Non Fiction",13374
"1025",1025,1024,5.36,34,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2019,"Fiction",12373
"1026",1026,1025,6.98,35,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",28721,4.3,"Amy Ramos","Paperback",2019,"Non Fiction",12032
"1027",1027,1026,4.99,36,"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)",20061,4.8,"Silly Bear","Paperback",2019,"Non Fiction",12304
"1028",1028,1027,9.25,37,"Strange Planet (Strange Planet Series)",16341,4.9,"Nathan W. Pyle","Hardcover",2019,"Fiction",12685
"1029",1029,1028,22.95,38,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45713,4.9,"Dungeons & Dragons","Hardcover",2019,"Fiction",11815
"1030",1030,1029,12.99,39,"The Silent Patient",135163,4.5,"Alex Michaelides","Hardcover",2019,"Fiction",11824
"1031",1031,1030,11.97,40,"5,000 Awesome Facts (About Everything!)",19088,4.8,"National Kids","Hardcover",2019,"Non Fiction",12623
"1032",1032,1031,7.19,41,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2019,"Fiction",14239
"1033",1033,1032,8.45,42,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",35414,4.7,"Jen Sincero","Paperback",2019,"Non Fiction",13637
"1034",1034,1033,12.98,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything",12922,4.8,"Crispin Boyer","Hardcover",2019,"Non Fiction",11674
"1035",1035,1034,20.35,44,"Can't Hurt Me: Master Your Mind and Defy the Odds",60784,4.8,"David Goggins","Hardcover",2019,"Non Fiction",12917
"1036",1036,1035,13.73,45,"The Guardians: A Novel",35843,4.5,"John Grisham","Hardcover",2019,"Fiction",12788
"1037",1037,1036,5.72,46,"P is for Potty! (Sesame Street) (Lift-the-Flap)",28308,4.7,"Naomi Kleinberg","Board book",2019,"Non Fiction",12250
"1038",1038,1037,11.88,47,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",24427,4.7,"Dave Ramsey","Hardcover",2019,"Non Fiction",12181
"1039",1039,1038,4.55,NA,"Brown Bear, Brown Bear, What Do You See?",47194,4.9,"Bill Martin Jr.","Board book",2019,"Fiction",11685
"1040",1040,1039,9.99,49,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)",30623,4.7,"Dinah Bucholz","Hardcover",2019,"Fiction",14765
"1041",1041,1040,9.63,50,"The Mueller Report",4086,4.5,"The Washington Post","Paperback",2019,"Non Fiction",12217
"1042",1042,1041,13.49,51,"Zen as F*ck (Zen as F*ck Journals)",23862,4.7,"Monica Sweeney","Paperback",2019,"Non Fiction",13277
"1043",1043,1042,8.99,52,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Mass Market Paperback",2019,"Non Fiction",12826
"1044",1044,1043,14.67,53,"The Institute: A Novel",33465,4.7,"Stephen King","Hardcover",2019,"Fiction",13909
"1045",1045,1044,14.99,54,"The Testaments: The Sequel to The Handmaid's Tale",30465,4.6,"Margaret Atwood","Hardcover",2019,"Fiction",12507
"1046",1046,1045,17.07,55,"Super Deluxe Essential Handbook (PokÃ©mon): The Need-to-Know Stats and Facts on Over 800 Characters",20986,4.8,"Scholastic","Paperback",2019,"Non Fiction",14427
"1047",1047,1046,6.99,56,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering",20363,NA,"Paper Peony Press","Paperback",2019,"Non Fiction",11690
"1048",1048,1047,2.99,NA,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",49404,4.8,"Brighter Child","Cards",2019,"Non Fiction",13685
"1049",1049,1048,11.98,58,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones",84079,4.8,"James Clear","Hardcover",2019,"Non Fiction",12814
"1050",1050,1049,11.58,59,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World",29897,4.7,"Admiral William H. McRaven","Hardcover",2019,"Non Fiction",14776
"1051",1051,1050,6.92,60,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2019,"Non Fiction",12294
"1052",1052,1051,15.5,61,"Sapiens: A Brief History of Humankind",29698,4.6,"Yuval Harari","Paperback",2019,"Non Fiction",13376
"1053",1053,1052,12.7,62,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2019,"Non Fiction",11172
"1054",1054,1053,13.99,63,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Paperback",2019,"Fiction",13938
"1055",1055,1054,9.87,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620,4.8,"Brené Brown","Paperback",2019,"Non Fiction",14336
"1056",1056,1055,13.29,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2019,"Fiction",14070
"1057",1057,1056,24.29,66,"Publication Manual of the American Psychological Association, 6th Edition",12674,4.5,"American Psychological Association","Paperback",2019,"Non Fiction",14289
"1058",1058,1057,4.98,67,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2019,"Fiction",11726
"1059",1059,1058,13.38,68,"Talking to Strangers: What We Should Know about the People We Don't Know",15461,NA,"Malcolm Gladwell","Hardcover",2019,"Non Fiction",14040
"1060",1060,1059,5,69,"Dear Zoo: A Lift-the-Flap Book",26396,4.8,"Rod Campbell","Board book",2019,"Fiction",11653
"1061",1061,1060,14.29,70,"The Overstory: A Novel",16428,4.4,"Richard Powers","Paperback",2019,"Fiction",13583
"1062",1062,1061,8.29,71,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2019,"Fiction",13688
"1063",1063,1062,18.29,72,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2019,"Non Fiction",11014
"1064",1064,1063,18.14,73,"12 Rules for Life: An Antidote to Chaos",58074,4.8,"Jordan B. Peterson","Hardcover",2019,"Non Fiction",14652
"1065",1065,1064,8.31,74,"Eleanor Oliphant Is Completely Fine: A Novel",59925,4.5,"Gail Honeyman","Paperback",2019,"Fiction",14555
"1066",1066,1065,14.71,75,"Me: Elton John Official Autobiography",21207,4.8,"Elton John","Hardcover",2019,"Non Fiction",11721
"1067",1067,1066,11.99,76,"The Road Back to You: An Enneagram Journey to Self-Discovery",10495,4.7,"Ian Morgan Cron","Hardcover",2019,"Non Fiction",12595
"1068",1068,1067,9.57,77,"The Tattooist of Auschwitz: A Novel",55794,4.7,"Heather Morris","Paperback",2019,"Fiction",11926
"1069",1069,1068,10.99,78,"People of Walmart Adult Coloring Book: Rolling Back Dignity",10544,4.7,"Andrew Kipple","Paperback",2019,"Non Fiction",14420
"1070",1070,1069,6.79,79,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2019,"Fiction",11407
"1071",1071,1070,13,80,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat",19201,4.8,"America's Test Kitchen Kids","Hardcover",2019,"Non Fiction",12024
"1072",1072,1071,8.6,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",8470,4.8,"Rachel Maddow","Hardcover",2019,"Non Fiction",13945
"1073",1073,1072,4.98,82,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2019,"Fiction",11768
"1074",1074,1073,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796,4.4,"Jen Fisch","Paperback",2019,"Non Fiction",14596
"1075",1075,1074,8.14,84,"The Giving Tree",27476,4.9,"Shel Silverstein","Hardcover",2019,"Fiction",11831
"1076",1076,1075,8.95,NA,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2019,"Fiction",13963
"1077",1077,1076,10.5,86,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2019,"Non Fiction",12888
"1078",1078,1077,16.59,87,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2019,"Non Fiction",13234
"1079",1079,1078,16.95,88,"The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1)",25528,4.6,"Dr. Jason Fung","Paperback",2019,"Non Fiction",14763
"1080",1080,1079,11,NA,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363,4.8,"Mary Pope Osborne","Paperback",2019,"Fiction",12354
"1081",1081,1080,8.09,90,"Then She Was Gone: A Novel",49979,4.5,"Lisa Jewell","Paperback",2019,"Fiction",12885
"1082",1082,1081,13.98,91,"The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West",7648,4.4,"David McCullough","Hardcover",2019,"Non Fiction",11262
"1083",1083,1082,11.66,92,"Wacky Waving Inflatable Tube Guy (RP Minis)",38588,NA,"Conor Riordan","Paperback",2019,"Fiction",13876
"1084",1084,1083,21.99,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",10982,4.7,"Anthony William","Hardcover",2019,"Non Fiction",11380
"1085",1085,1084,9.48,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24544,4.8,"Valorie Schaefer","Paperback",2019,"Non Fiction",12154
"1086",1086,1085,5.98,95,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)",24728,4.8,"Tish Rabe","Hardcover",2019,"Non Fiction",14881
"1087",1087,1086,4.99,96,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2019,"Non Fiction",11109
"1088",1088,1087,NA,NA,NA,NA,NA,NA,NA,2019,NA,11875
"1089",1089,1088,15.9,98,"Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes",9484,4.6,"Suzanne Ryan","Paperback",2019,"Non Fiction",14714
"1090",1090,1089,9.49,99,"The Outsiders",30584,4.8,"S. E. Hinton","Paperback",2019,"Fiction",14405
"1091",1091,1090,6.99,100,"The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition",16760,4.6,"Crazy Corey","Paperback",2019,"Non Fiction",12188
"1092",1092,1091,16.53,1,"A Promised Land",125017,4.9,"Barack Obama","Hardcover",2020,"Non Fiction",11559
"1093",1093,1092,12.93,2,"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man",102078,4.6,"Mary L. Trump Ph.D.","Hardcover",2020,"Non Fiction",12022
"1094",1094,1093,12.39,3,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Hardcover",2020,"Fiction",12026
"1095",1095,1094,4.07,4,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",77319,4.8,"Crystal Radke","Paperback",2020,"Non Fiction",14306
"1096",1096,1095,19.99,5,"Midnight Sun",81203,4.8,"Stephenie Meyer","Hardcover",2020,"Fiction",13146
"1097",1097,1096,14.89,6,"Untamed",53688,4.6,"Glennon Doyle","Hardcover",2020,"Non Fiction",14617
"1098",1098,1097,4.14,7,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2020,"Fiction",12501
"1099",1099,1098,8.15,8,"White Fragility: Why It's So Hard for White People to Talk About Racism",39920,4.5,"Dr. Robin DiAngelo","Paperback",2020,"Non Fiction",14919
"1100",1100,1099,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2020,"Non Fiction",14533
"1101",1101,1100,14.75,10,"The Room Where It Happened: A White House Memoir",49573,4.3,"John Bolton","Hardcover",2020,"Non Fiction",14408
"1102",1102,1101,13.99,11,"The Ballad of Songbirds and Snakes (A Hunger Games Novel)",50700,4.7,"Suzanne Collins","Hardcover",2020,"Fiction",12666
"1103",1103,1102,6.48,12,"Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9)",43881,4.9,"Dav Pilkey","Hardcover",2020,"Fiction",13313
"1104",1104,1103,4.93,13,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2020,"Fiction",12866
"1105",1105,1104,16.5,14,"Becoming",123276,4.8,"Michelle Obama","Hardcover",2020,"Non Fiction",14020
"1106",1106,1105,13.51,15,"How to Be an Antiracist",25333,4.7,"Ibram X. Kendi","Hardcover",2020,"Non Fiction",14890
"1107",1107,1106,7.74,16,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2020,"Non Fiction",13094
"1108",1108,1107,11.07,17,"Rage",34424,4.6,"Bob Woodward","Hardcover",2020,"Non Fiction",14036
"1109",1109,1108,14.34,18,"Caste (Oprah's Book Club): The Origins of Our Discontents",40983,4.8,"Isabel Wilkerson","Hardcover",2020,"Non Fiction",11898
"1110",1110,1109,15.35,19,"Greenlights",59400,NA,"Matthew McConaughey","Hardcover",2020,"Non Fiction",11497
"1111",1111,1110,6.99,20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091,4.8,"Hopscotch Girls","Paperback",2020,"Non Fiction",11775
"1112",1112,1111,12.77,NA,"American Dirt (Oprah's Book Club): A Novel",109386,4.6,"Jeanine Cummins","Hardcover",2020,"Fiction",14267
"1113",1113,1112,10.35,22,"The Boy, the Mole, the Fox and the Horse",108231,4.8,"Charlie Mackesy","Hardcover",2020,"Fiction",12386
"1114",1114,1113,9.99,23,"Little Fires Everywhere: A Novel",56899,4.5,"Celeste Ng","Paperback",2020,"Fiction",13242
"1115",1115,1114,7.38,24,"The Deep End (Diary of a Wimpy Kid Book 15)",44139,4.9,"Jeff Kinney","Hardcover",2020,"Fiction",11491
"1116",1116,1115,11.98,25,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones",84079,4.8,"James Clear","Hardcover",2020,"Non Fiction",11155
"1117",1117,1116,4.31,26,"I Love You to the Moon and Back",60075,4.9,"Amelia Hepworth","Board book",2020,"Non Fiction",14994
"1118",1118,1117,5.23,27,"How to Catch a Mermaid",29836,4.8,"Adam Wallace","Hardcover",2020,"Fiction",12416
"1119",1119,1118,14.9,28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",29763,4.7,"Erik Larson","Hardcover",2020,"Non Fiction",11867
"1120",1120,1119,5.22,29,"How to Catch a Unicorn",32100,4.8,"Adam Wallace","Hardcover",2020,"Fiction",13875
"1121",1121,1120,6.9,NA,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2020,"Fiction",14195
"1122",1122,1121,4.55,NA,"Brown Bear, Brown Bear, What Do You See?",47472,4.9,"Bill Martin Jr.","Board book",2020,"Fiction",14655
"1123",1123,1122,7.57,32,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2020,"Non Fiction",11369
"1124",1124,1123,17,33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",26429,4.9,"Joanna Gaines","Hardcover",2020,"Non Fiction",13088
"1125",1125,1124,12.32,34,"The Vanishing Half: A Novel",96411,4.4,"Brit Bennett","Hardcover",2020,"Fiction",12741
"1126",1126,1125,18.78,35,"Modern Comfort Food: A Barefoot Contessa Cookbook",16897,4.8,"Ina Garten","Hardcover",2020,"Non Fiction",14374
"1127",1127,1126,9.95,36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",42410,4.8,"Shannon Roberts","Paperback",2020,"Non Fiction",14128
"1128",1128,1127,5.28,37,"The Wonky Donkey",74725,4.8,"Craig Smith","Paperback",2020,"Fiction",13295
"1129",1129,1128,11.4,NA,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2020,"Non Fiction",13184
"1130",1130,1129,7.2,39,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!",21490,4.8,"Workman Publishing","Paperback",2020,"Non Fiction",12070
"1131",1131,1130,8.95,40,"Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers",18971,4.8,"Workman Publishing","Paperback",2020,"Non Fiction",13787
"1132",1132,1131,11.89,41,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169,4.8,"Adir Levy","Hardcover",2020,"Fiction",13900
"1133",1133,1132,11.66,42,"Wacky Waving Inflatable Tube Guy (RP Minis)",47472,4,"Conor Riordan","Paperback",2020,"Fiction",11949
